year,business_id,personal_id,education_level,age,tenure,firm_entry_year,firm_exit_year,first_year_treatment,treatment,base_income
2010,102,59,high,38,8,2009,2015,2013,0,49950.76568720699
2011,102,59,high,39,9,2009,2015,2013,0,51109.667612114026
2012,102,59,high,40,10,2009,2015,2013,0,51967.60674990478
2013,102,59,high,41,11,2009,2015,2013,1,59887.50202696858
2014,102,59,high,42,12,2009,2015,2013,1,60719.50405798959
2015,102,59,high,43,13,2009,2015,2013,1,61739.61994003842
2009,102,60,low,45,6,2009,2015,2013,0,42669.16435675826
2010,102,60,low,46,7,2009,2015,2013,0,43790.34368628713
2011,102,60,low,47,8,2009,2015,2013,0,44572.82887798195
2012,102,60,low,48,9,2009,2015,2013,0,45499.961390987955
2013,102,60,low,49,10,2009,2015,2013,1,53493.85017695658
2014,102,60,low,50,11,2009,2015,2013,1,54357.87777278663
2015,102,60,low,51,12,2009,2015,2013,1,55355.392091140646
2011,103,61,medium,34,6,2011,2015,2012,0,43503.0496494154
2012,103,61,medium,35,7,2011,2015,2012,1,51491.929434778285
2013,103,61,medium,36,8,2011,2015,2012,1,52488.877311701115
2014,103,61,medium,37,9,2011,2015,2012,1,53336.11997437514
2015,103,61,medium,38,10,2011,2015,2012,1,54242.55942534628
2011,103,62,high,49,5,2011,2015,2012,0,53710.80428583833
2012,103,62,high,50,6,2011,2015,2012,1,61459.37575511305
2013,103,62,high,51,7,2011,2015,2012,1,62338.31691228777
2014,103,62,high,52,8,2011,2015,2012,1,63357.59044369323
2015,103,62,high,53,9,2011,2015,2012,1,64185.05685139889
2011,103,63,medium,48,7,2011,2015,2012,0,48862.22035676977
2012,103,63,medium,49,8,2011,2015,2012,1,56686.97734371151
2013,103,63,medium,50,9,2011,2015,2012,1,57487.664931970976
2014,103,63,medium,51,10,2011,2015,2012,1,58483.83840268111
2015,103,63,medium,52,11,2011,2015,2012,1,59259.73003357775
2011,103,64,medium,41,9,2011,2015,2012,0,46894.69284683571
2012,103,64,medium,42,10,2011,2015,2012,1,54560.284769345184
2013,103,64,medium,43,11,2011,2015,2012,1,55722.20652741962
2014,103,64,medium,44,12,2011,2015,2012,1,56532.087651118454
2015,103,64,medium,45,13,2011,2015,2012,1,57383.54390303773
2011,103,65,medium,42,9,2011,2015,2012,0,47226.33341509339
2012,103,65,medium,43,10,2011,2015,2012,1,55101.13266441623
2013,103,65,medium,44,11,2011,2015,2012,1,56083.03816856581
2014,103,65,medium,45,12,2011,2015,2012,1,56982.106173835346
2015,103,65,medium,46,13,2011,2015,2012,1,57785.22904441663
2011,103,66,medium,41,6,2011,2015,2012,0,45962.82293119584
2012,103,66,medium,42,7,2011,2015,2012,1,53895.849099955376
2013,103,66,medium,43,8,2011,2015,2012,1,54842.835311418836
2014,103,66,medium,44,9,2011,2015,2012,1,55858.17216943951
2015,103,66,medium,45,10,2011,2015,2012,1,56604.361353866254
2011,103,67,low,37,6,2011,2015,2012,0,40612.70594795699
2012,103,67,low,38,7,2011,2015,2012,1,48734.835062926744
2013,103,67,low,39,8,2011,2015,2012,1,49439.57014886223
2014,103,67,low,40,9,2011,2015,2012,1,50286.52681097334
2015,103,67,low,41,10,2011,2015,2012,1,51327.66460283942
2011,103,68,high,28,7,2011,2015,2012,0,46744.38657170404
2012,103,68,high,29,8,2011,2015,2012,1,54511.04008365664
2013,103,68,high,30,9,2011,2015,2012,1,55654.091408280736
2014,103,68,high,31,10,2011,2015,2012,1,56375.296067930074
2015,103,68,high,32,11,2011,2015,2012,1,57354.358559838955
2011,103,69,high,36,5,2011,2015,2012,0,49043.18608862127
2012,103,69,high,37,6,2011,2015,2012,1,56973.01011734699
2013,103,69,high,38,7,2011,2015,2012,1,57630.892592743534
2014,103,69,high,39,8,2011,2015,2012,1,58716.490052120076
2015,103,69,high,40,9,2011,2015,2012,1,59762.48370601157
2011,103,70,high,39,9,2011,2015,2012,0,51226.544551989165
2012,103,70,high,40,10,2011,2015,2012,1,58900.870961835964
2013,103,70,high,41,11,2011,2015,2012,1,59992.05982427118
2014,103,70,high,42,12,2011,2015,2012,1,60723.857024557445
2015,103,70,high,43,13,2011,2015,2012,1,61662.54677406127
2011,103,71,high,43,7,2011,2015,2012,0,51967.80156335408
2012,103,71,high,44,8,2011,2015,2012,1,59910.88037097054
2013,103,71,high,45,9,2011,2015,2012,1,60900.136645629085
2014,103,71,high,46,10,2011,2015,2012,1,61726.458453602914
2015,103,71,high,47,11,2011,2015,2012,1,62587.386823967616
2011,103,72,medium,46,8,2011,2015,2012,0,48396.73112330382
2012,103,72,medium,47,9,2011,2015,2012,1,56119.73386097663
2013,103,72,medium,48,10,2011,2015,2012,1,57092.278255653204
2014,103,72,medium,49,11,2011,2015,2012,1,58099.57812283775
2015,103,72,medium,50,12,2011,2015,2012,1,58952.93062117906
2011,103,73,medium,46,8,2011,2015,2012,0,48253.36960225551
2012,103,73,medium,47,9,2011,2015,2012,1,56048.704323339975
2013,103,73,medium,48,10,2011,2015,2012,1,57131.08581907948
2014,103,73,medium,49,11,2011,2015,2012,1,57842.1324798097
2015,103,73,medium,50,12,2011,2015,2012,1,58878.74986353088
2011,103,74,medium,30,7,2011,2015,2012,0,42567.89483992367
2012,103,74,medium,31,8,2011,2015,2012,1,50409.67586463018
2013,103,74,medium,32,9,2011,2015,2012,1,51047.634602198785
2014,103,74,medium,33,10,2011,2015,2012,1,52170.04515043403
2015,103,74,medium,34,11,2011,2015,2012,1,53018.08300853974
2011,103,75,medium,41,9,2011,2015,2012,0,46672.62825992746
2012,103,75,medium,42,10,2011,2015,2012,1,54733.50212958021
2013,103,75,medium,43,11,2011,2015,2012,1,55550.82621512093
2014,103,75,medium,44,12,2011,2015,2012,1,56451.44659613605
2015,103,75,medium,45,13,2011,2015,2012,1,57412.40451184267
2011,103,76,medium,45,7,2011,2015,2012,0,47637.411546909854
2012,103,76,medium,46,8,2011,2015,2012,1,55609.57358338666
2013,103,76,medium,47,9,2011,2015,2012,1,56440.667511037005
2014,103,76,medium,48,10,2011,2015,2012,1,57346.15385393774
2015,103,76,medium,49,11,2011,2015,2012,1,58399.29297692955
2011,103,77,medium,30,9,2011,2015,2012,0,43059.46716363803
2012,103,77,medium,31,10,2011,2015,2012,1,50679.13457528574
2013,103,77,medium,32,11,2011,2015,2012,1,51824.707284384654
2014,103,77,medium,33,12,2011,2015,2012,1,52789.859100462614
2015,103,77,medium,34,13,2011,2015,2012,1,53705.73768174036
2011,103,78,high,28,6,2011,2015,2012,0,46552.037972588514
2012,103,78,high,29,7,2011,2015,2012,1,54294.26021422561
2013,103,78,high,30,8,2011,2015,2012,1,55362.998084034756
2014,103,78,high,31,9,2011,2015,2012,1,56113.074764478406
2015,103,78,high,32,10,2011,2015,2012,1,57065.703483384335
2011,103,79,medium,37,7,2011,2015,2012,0,44938.308215704485
2012,103,79,medium,38,8,2011,2015,2012,1,52719.524065338126
2013,103,79,medium,39,9,2011,2015,2012,1,53585.35996932822
2014,103,79,medium,40,10,2011,2015,2012,1,54646.57733184908
2015,103,79,medium,41,11,2011,2015,2012,1,55686.72242043123
2011,103,80,medium,26,9,2011,2015,2012,0,41674.323433047946
2012,103,80,medium,27,10,2011,2015,2012,1,49520.71861850501
2013,103,80,medium,28,11,2011,2015,2012,1,50447.918543558975
2014,103,80,medium,29,12,2011,2015,2012,1,51313.77194971819
2015,103,80,medium,30,13,2011,2015,2012,1,52194.99002294094
2011,104,81,low,46,7,2011,2015,2017,0,44139.86178395987
2012,104,81,low,47,8,2011,2015,2017,0,44813.1636907946
2013,104,81,low,48,9,2011,2015,2017,0,45869.94852994429
2014,104,81,low,49,10,2011,2015,2017,0,46741.905179375615
2015,104,81,low,50,11,2011,2015,2017,0,47657.89028311446
2011,104,82,medium,34,7,2011,2015,2017,0,43803.86277852532
2012,104,82,medium,35,8,2011,2015,2017,0,44802.048784477425
2013,104,82,medium,36,9,2011,2015,2017,0,45568.20719903124
2014,104,82,medium,37,10,2011,2015,2017,0,46496.614507060796
2015,104,82,medium,38,11,2011,2015,2017,0,47384.61200863479
2011,104,83,low,34,9,2011,2015,2017,0,40436.394663726984
2012,104,83,low,35,10,2011,2015,2017,0,41248.82764967908
2013,104,83,low,36,11,2011,2015,2017,0,42103.916766020324
2014,104,83,low,37,12,2011,2015,2017,0,43012.65703049838
2015,104,83,low,38,13,2011,2015,2017,0,43950.38806166804
2011,104,84,medium,29,9,2011,2015,2017,0,42762.217491886986
2012,104,84,medium,30,10,2011,2015,2017,0,43376.347966365334
2013,104,84,medium,31,11,2011,2015,2017,0,44467.55099976798
2014,104,84,medium,32,12,2011,2015,2017,0,45347.1862338031
2015,104,84,medium,33,13,2011,2015,2017,0,46111.703460155324
2011,104,85,medium,28,5,2011,2015,2017,0,41396.68732901547
2012,104,85,medium,29,6,2011,2015,2017,0,42203.92804508807
2013,104,85,medium,30,7,2011,2015,2017,0,42999.226669677024
2014,104,85,medium,31,8,2011,2015,2017,0,43764.05866740538
2015,104,85,medium,32,9,2011,2015,2017,0,44872.91468344991
2011,104,86,low,42,7,2011,2015,2017,0,42645.5254415244
2012,104,86,low,43,8,2011,2015,2017,0,43446.92870687339
2013,104,86,low,44,9,2011,2015,2017,0,44345.63855898644
2014,104,86,low,45,10,2011,2015,2017,0,45436.85098671195
2015,104,86,low,46,11,2011,2015,2017,0,46054.4305092679
2011,104,87,medium,27,8,2011,2015,2017,0,41681.4282755073
2012,104,87,medium,28,9,2011,2015,2017,0,42531.256302468915
2013,104,87,medium,29,10,2011,2015,2017,0,43499.715482835345
2014,104,87,medium,30,11,2011,2015,2017,0,44320.56949901398
2015,104,87,medium,31,12,2011,2015,2017,0,45279.32749652603
2011,104,88,low,49,7,2011,2015,2017,0,45025.72251554713
2012,104,88,low,50,8,2011,2015,2017,0,45995.07950838266
2013,104,88,low,51,9,2011,2015,2017,0,46948.90838781508
2014,104,88,low,52,10,2011,2015,2017,0,47815.087187127545
2015,104,88,low,53,11,2011,2015,2017,0,48738.030684240155
2011,104,89,low,26,7,2011,2015,2017,0,36957.20787005484
2012,104,89,low,27,8,2011,2015,2017,0,37890.93254381151
2013,104,89,low,28,9,2011,2015,2017,0,38792.66601607841
2014,104,89,low,29,10,2011,2015,2017,0,39722.35102444133
2015,104,89,low,30,11,2011,2015,2017,0,40785.85828696178
2011,104,90,high,33,9,2011,2015,2017,0,48964.58212444643
2012,104,90,high,34,10,2011,2015,2017,0,49785.64405402345
2013,104,90,high,35,11,2011,2015,2017,0,50854.16456878506
2014,104,90,high,36,12,2011,2015,2017,0,51834.66434314345
2015,104,90,high,37,13,2011,2015,2017,0,52473.87881481477
2011,104,91,medium,38,7,2011,2015,2017,0,45447.28107547181
2012,104,91,medium,39,8,2011,2015,2017,0,46191.517660232304
2013,104,91,medium,40,9,2011,2015,2017,0,47153.38907890684
2014,104,91,medium,41,10,2011,2015,2017,0,48096.70716350433
2015,104,91,medium,42,11,2011,2015,2017,0,48947.26176427078
2011,104,92,low,48,7,2011,2015,2017,0,44738.94644029923
2012,104,92,low,49,8,2011,2015,2017,0,45771.76981441914
2013,104,92,low,50,9,2011,2015,2017,0,46575.45997698709
2014,104,92,low,51,10,2011,2015,2017,0,47559.048472490766
2015,104,92,low,52,11,2011,2015,2017,0,48469.98754837807
2011,104,93,medium,40,8,2011,2015,2017,0,46090.910341002724
2012,104,93,medium,41,9,2011,2015,2017,0,47179.4301131977
2013,104,93,medium,42,10,2011,2015,2017,0,47981.810808148664
2014,104,93,medium,43,11,2011,2015,2017,0,48913.8190636784
2015,104,93,medium,44,12,2011,2015,2017,0,49812.70927488428
2011,104,94,medium,33,9,2011,2015,2017,0,44008.697021757536
2012,104,94,medium,34,10,2011,2015,2017,0,45052.3525312229
2013,104,94,medium,35,11,2011,2015,2017,0,45663.35523731059
2014,104,94,medium,36,12,2011,2015,2017,0,46527.765664313025
2015,104,94,medium,37,13,2011,2015,2017,0,47406.670992833446
2011,104,95,low,37,7,2011,2015,2017,0,41006.91442639359
2012,104,95,low,38,8,2011,2015,2017,0,41722.656250813234
2013,104,95,low,39,9,2011,2015,2017,0,42713.218646951485
2014,104,95,low,40,10,2011,2015,2017,0,43588.52828758754
2015,104,95,low,41,11,2011,2015,2017,0,44411.362485936
2011,104,96,medium,47,6,2011,2015,2017,0,48235.14772375557
2012,104,96,medium,48,7,2011,2015,2017,0,49037.25370317826
2013,104,96,medium,49,8,2011,2015,2017,0,49926.22649229616
2014,104,96,medium,50,9,2011,2015,2017,0,50873.28713077403
2015,104,96,medium,51,10,2011,2015,2017,0,51822.077208483825
2011,104,97,low,37,5,2011,2015,2017,0,40304.10237564656
2012,104,97,low,38,6,2011,2015,2017,0,41387.291834733325
2013,104,97,low,39,7,2011,2015,2017,0,42344.98535197733
2014,104,97,low,40,8,2011,2015,2017,0,42957.38776312388
2015,104,97,low,41,9,2011,2015,2017,0,44027.82989791279
2011,104,98,low,39,8,2011,2015,2017,0,41819.507778764266
2012,104,98,low,40,9,2011,2015,2017,0,42819.92305807201
2013,104,98,low,41,10,2011,2015,2017,0,43528.33407874731
2014,104,98,low,42,11,2011,2015,2017,0,44712.89382256436
2015,104,98,low,43,12,2011,2015,2017,0,45289.21051935709
2011,104,99,medium,40,7,2011,2015,2017,0,45925.57190602235
2012,104,99,medium,41,8,2011,2015,2017,0,46893.42960759954
2013,104,99,medium,42,9,2011,2015,2017,0,47681.36631530652
2014,104,99,medium,43,10,2011,2015,2017,0,48565.659845154296
2015,104,99,medium,44,11,2011,2015,2017,0,49572.22356366305
2011,104,100,medium,40,6,2011,2015,2017,0,45707.77599199911
2012,104,100,medium,41,7,2011,2015,2017,0,46600.59381694152
2013,104,100,medium,42,8,2011,2015,2017,0,47585.868851146566
2014,104,100,medium,43,9,2011,2015,2017,0,48360.5527306572
2015,104,100,medium,44,10,2011,2015,2017,0,49331.9592649795
2008,105,101,medium,31,4,2008,2018,2009,0,41099.33971917242
2009,105,101,medium,32,5,2008,2018,2009,1,48965.067051417056
2010,105,101,medium,33,6,2008,2018,2009,1,49921.524137151
2011,105,101,medium,34,7,2008,2018,2009,1,50800.123481280636
2012,105,101,medium,35,8,2008,2018,2009,1,51705.11961988372
2013,105,101,medium,36,9,2008,2018,2009,1,52766.53274178022
2014,105,101,medium,37,10,2008,2018,2009,1,53524.58965459644
2015,105,101,medium,38,11,2008,2018,2009,1,54383.709332772014
2016,105,101,medium,39,12,2008,2018,2009,1,55352.8078774048
2017,105,101,medium,40,13,2008,2018,2009,1,56260.42279391284
2018,105,101,medium,41,14,2008,2018,2009,1,57031.31187704059
2008,105,102,medium,41,4,2008,2018,2009,0,44620.15937280762
2009,105,102,medium,42,5,2008,2018,2009,1,52516.13156759014
2010,105,102,medium,43,6,2008,2018,2009,1,53432.78557262915
2011,105,102,medium,44,7,2008,2018,2009,1,54422.552837303796
2012,105,102,medium,45,8,2008,2018,2009,1,55263.66718711629
2013,105,102,medium,46,9,2008,2018,2009,1,56272.79373473853
2014,105,102,medium,47,10,2008,2018,2009,1,57048.83396441112
2015,105,102,medium,48,11,2008,2018,2009,1,58127.60872803801
2016,105,102,medium,49,12,2008,2018,2009,1,58803.92249862684
2017,105,102,medium,50,13,2008,2018,2009,1,59673.043761883484
2018,105,102,medium,51,14,2008,2018,2009,1,60704.730267477695
2008,105,103,high,48,6,2008,2018,2009,0,52736.4081937465
2009,105,103,high,49,7,2008,2018,2009,1,60362.11966954148
2010,105,103,high,50,8,2008,2018,2009,1,61380.300935178566
2011,105,103,high,51,9,2008,2018,2009,1,62238.921805491416
2012,105,103,high,52,10,2008,2018,2009,1,63214.28510129921
2013,105,103,high,53,11,2008,2018,2009,1,64101.00179234994
2014,105,103,high,54,12,2008,2018,2009,1,65134.538124762774
2015,105,103,high,55,13,2008,2018,2009,1,65889.15952071252
2016,105,103,high,56,14,2008,2018,2009,1,66937.47840989703
2017,105,103,high,57,15,2008,2018,2009,1,67668.48996639813
2018,105,103,high,58,16,2008,2018,2009,1,68692.64818751052
2008,105,104,medium,42,6,2008,2018,2009,0,45522.86630281367
2009,105,104,medium,43,7,2008,2018,2009,1,53572.98853986835
2010,105,104,medium,44,8,2008,2018,2009,1,54152.29851371856
2011,105,104,medium,45,9,2008,2018,2009,1,55083.61422822402
2012,105,104,medium,46,10,2008,2018,2009,1,56283.16222846584
2013,105,104,medium,47,11,2008,2018,2009,1,56926.67349065137
2014,105,104,medium,48,12,2008,2018,2009,1,57833.01966419241
2015,105,104,medium,49,13,2008,2018,2009,1,58712.42764145001
2016,105,104,medium,50,14,2008,2018,2009,1,59814.84459565337
2017,105,104,medium,51,15,2008,2018,2009,1,60474.65423867749
2018,105,104,medium,52,16,2008,2018,2009,1,61502.24504122777
2008,105,105,medium,44,6,2008,2018,2009,0,46173.43781782195
2009,105,105,medium,45,7,2008,2018,2009,1,54203.651558350444
2010,105,105,medium,46,8,2008,2018,2009,1,54943.63173376684
2011,105,105,medium,47,9,2008,2018,2009,1,55941.52725791133
2012,105,105,medium,48,10,2008,2018,2009,1,56682.878382662275
2013,105,105,medium,49,11,2008,2018,2009,1,57927.39410386772
2014,105,105,medium,50,12,2008,2018,2009,1,58576.04076753463
2015,105,105,medium,51,13,2008,2018,2009,1,59500.876348488535
2016,105,105,medium,52,14,2008,2018,2009,1,60565.475435885055
2017,105,105,medium,53,15,2008,2018,2009,1,61241.33272256948
2018,105,105,medium,54,16,2008,2018,2009,1,62366.73823429386
2008,105,106,medium,30,3,2008,2018,2009,0,40508.8528825862
2009,105,106,medium,31,4,2008,2018,2009,1,48517.16981838213
2010,105,106,medium,32,5,2008,2018,2009,1,49292.73183598407
2011,105,106,medium,33,6,2008,2018,2009,1,50114.39635548553
2012,105,106,medium,34,7,2008,2018,2009,1,51191.459435054065
2013,105,106,medium,35,8,2008,2018,2009,1,52113.99034009835
2014,105,106,medium,36,9,2008,2018,2009,1,52818.41142576738
2015,105,106,medium,37,10,2008,2018,2009,1,53819.294168109125
2016,105,106,medium,38,11,2008,2018,2009,1,54870.07589615369
2017,105,106,medium,39,12,2008,2018,2009,1,55710.01189507966
2018,105,106,medium,40,13,2008,2018,2009,1,56510.4784998216
2008,105,107,low,43,4,2008,2018,2009,0,41290.247429836556
2009,105,107,low,44,5,2008,2018,2009,1,49444.82443251348
2010,105,107,low,45,6,2008,2018,2009,1,50005.306793019714
2011,105,107,low,46,7,2008,2018,2009,1,51044.08014255914
2012,105,107,low,47,8,2008,2018,2009,1,51803.5303126306
2013,105,107,low,48,9,2008,2018,2009,1,52981.48146448443
2014,105,107,low,49,10,2008,2018,2009,1,53749.28763877917
2015,105,107,low,50,11,2008,2018,2009,1,54667.81740847694
2016,105,107,low,51,12,2008,2018,2009,1,55826.88923096276
2017,105,107,low,52,13,2008,2018,2009,1,56390.65273242636
2018,105,107,low,53,14,2008,2018,2009,1,57524.85759140585
2008,105,108,medium,41,2,2008,2018,2009,0,44110.92680855918
2009,105,108,medium,42,3,2008,2018,2009,1,52026.64875424151
2010,105,108,medium,43,4,2008,2018,2009,1,53213.81752566206
2011,105,108,medium,44,5,2008,2018,2009,1,53833.890962273836
2012,105,108,medium,45,6,2008,2018,2009,1,54612.56285957048
2013,105,108,medium,46,7,2008,2018,2009,1,55678.19187881263
2014,105,108,medium,47,8,2008,2018,2009,1,56532.7263174833
2015,105,108,medium,48,9,2008,2018,2009,1,57486.70958417338
2016,105,108,medium,49,10,2008,2018,2009,1,58336.64022066722
2017,105,108,medium,50,11,2008,2018,2009,1,59471.55446162048
2018,105,108,medium,51,12,2008,2018,2009,1,60205.673583883596
2008,105,109,low,28,5,2008,2018,2009,0,36242.50353722742
2009,105,109,low,29,6,2008,2018,2009,1,44262.45468020238
2010,105,109,low,30,7,2008,2018,2009,1,45070.037017583294
2011,105,109,low,31,8,2008,2018,2009,1,46025.22861574971
2012,105,109,low,32,9,2008,2018,2009,1,46858.95592894332
2013,105,109,low,33,10,2008,2018,2009,1,48060.7118523206
2014,105,109,low,34,11,2008,2018,2009,1,48680.861538482175
2015,105,109,low,35,12,2008,2018,2009,1,49718.756435199415
2016,105,109,low,36,13,2008,2018,2009,1,50517.65205781234
2017,105,109,low,37,14,2008,2018,2009,1,51334.15868274272
2018,105,109,low,38,15,2008,2018,2009,1,52369.76493028995
2008,105,110,low,42,6,2008,2018,2009,0,41540.06918370857
2009,105,110,low,43,7,2008,2018,2009,1,49455.86265327545
2010,105,110,low,44,8,2008,2018,2009,1,50037.778084545906
2011,105,110,low,45,9,2008,2018,2009,1,51076.515428633094
2012,105,110,low,46,10,2008,2018,2009,1,52195.75547190219
2013,105,110,low,47,11,2008,2018,2009,1,52907.639303739124
2014,105,110,low,48,12,2008,2018,2009,1,53920.29440503101
2015,105,110,low,49,13,2008,2018,2009,1,54674.19753047712
2016,105,110,low,50,14,2008,2018,2009,1,55773.160110215846
2017,105,110,low,51,15,2008,2018,2009,1,56693.126959599555
2018,105,110,low,52,16,2008,2018,2009,1,57573.19099061724
2008,105,111,high,47,6,2008,2018,2009,0,52353.25568123536
2009,105,111,high,48,7,2008,2018,2009,1,60306.39001448995
2010,105,111,high,49,8,2008,2018,2009,1,60932.592586839106
2011,105,111,high,50,9,2008,2018,2009,1,61871.13280688487
2012,105,111,high,51,10,2008,2018,2009,1,62939.75435703038
2013,105,111,high,52,11,2008,2018,2009,1,63863.02197718375
2014,105,111,high,53,12,2008,2018,2009,1,64582.56570464281
2015,105,111,high,54,13,2008,2018,2009,1,65475.61139346744
2016,105,111,high,55,14,2008,2018,2009,1,66384.77865100696
2017,105,111,high,56,15,2008,2018,2009,1,67189.4905035956
2018,105,111,high,57,16,2008,2018,2009,1,68122.8588817826
2008,105,112,high,41,4,2008,2018,2009,0,49525.27073549698
2009,105,112,high,42,5,2008,2018,2009,1,57520.590152619436
2010,105,112,high,43,6,2008,2018,2009,1,58477.083651583394
2011,105,112,high,44,7,2008,2018,2009,1,59393.347283164236
2012,105,112,high,45,8,2008,2018,2009,1,60199.14377467243
2013,105,112,high,46,9,2008,2018,2009,1,61101.60128837191
2014,105,112,high,47,10,2008,2018,2009,1,62062.366149515125
