,year,business_id,personal_id,education_level,age,tenure,first_year_treatment,treatment,base_income
487,2013,102,45,medium,33,4,2018,0,28036.90399277121
488,2014,102,45,medium,34,5,2018,0,34074.283270145126
489,2015,102,45,medium,35,6,2018,0,32963.2795138989
490,2016,102,45,medium,36,7,2018,0,31684.054717366766
491,2017,102,45,medium,37,8,2018,0,35159.88827778005
492,2018,102,45,medium,38,9,2018,1,37854.73661529524
493,2019,102,45,medium,39,10,2018,1,36477.43159734347
494,2020,102,45,medium,40,11,2018,1,41746.24815453932
495,2010,150,46,medium,29,7,2013,0,30677.820087369317
496,2011,150,46,medium,30,8,2013,0,28025.507691347088
497,2012,150,46,medium,31,9,2013,0,30219.322643832784
498,2013,150,46,medium,32,10,2013,1,34348.763493230486
499,2014,150,46,medium,33,11,2013,1,33834.40053807133
500,2015,150,46,medium,34,12,2013,1,38952.355095063285
501,2016,150,46,medium,35,13,2013,1,41418.833280940264
502,2017,150,46,medium,36,14,2013,1,35302.864852361716
503,2018,150,46,medium,37,15,2013,1,39725.93847338114
504,2019,150,46,medium,38,16,2013,1,37798.71486175634
505,2020,150,46,medium,39,17,2013,1,38625.74923247061
506,2010,106,47,medium,52,3,2012,0,34515.21215152226
507,2011,106,47,medium,53,4,2012,0,34472.01846064037
508,2012,106,47,medium,54,5,2012,1,41797.04325588966
509,2013,106,47,medium,55,6,2012,1,40538.099767177926
510,2014,106,47,medium,56,7,2012,1,43240.91365155968
511,2015,106,47,medium,57,8,2012,1,43099.52378110173
512,2016,106,47,medium,58,9,2012,1,43222.10390626718
513,2017,106,47,medium,59,10,2012,1,42384.872675916806
514,2018,106,47,medium,60,11,2012,1,43546.457338863336
515,2019,106,47,medium,61,12,2012,1,46710.78245165151
516,2020,106,47,medium,62,13,2012,1,46701.83437524876
517,2010,120,48,medium,40,6,2015,0,30744.8895104029
518,2011,120,48,medium,41,7,2015,0,33398.664610858454
519,2012,120,48,medium,42,8,2015,0,35202.774246743575
520,2013,120,48,medium,43,9,2015,0,30861.189437757257
521,2014,120,48,medium,44,10,2015,0,35786.72038475987
522,2015,120,48,medium,45,11,2015,1,38874.752482108306
523,2016,120,48,medium,46,12,2015,1,41841.19733718632
524,2017,120,48,medium,47,13,2015,1,39673.481686914965
525,2018,120,48,medium,48,14,2015,1,38090.23579867096
526,2019,120,48,medium,49,15,2015,1,38944.915124233674
527,2020,120,48,medium,50,16,2015,1,42796.16989332277
528,2010,172,49,high,37,5,2014,0,35119.44500344296
529,2011,172,49,high,38,6,2014,0,33291.36674979118
530,2012,172,49,high,39,7,2014,0,36877.18491755475
531,2013,172,49,high,40,8,2014,0,32776.95987546208
532,2014,172,49,high,41,9,2014,1,41467.84040270537
533,2015,172,49,high,42,10,2014,1,39677.96760047509
534,2016,172,49,high,43,11,2014,1,41296.32778439568
535,2017,172,49,high,44,12,2014,1,43194.797342632824
536,2018,172,49,high,45,13,2014,1,41879.173269432096
537,2019,172,49,high,46,14,2014,1,43330.88891154035
538,2020,172,49,high,47,15,2014,1,46612.58561842888
539,2010,138,50,medium,52,5,2015,0,34946.216260953704
540,2011,138,50,medium,53,6,2015,0,38271.384224130285
541,2012,138,50,medium,54,7,2015,0,34840.58629068476
542,2013,138,50,medium,55,8,2015,0,38659.60835583057
543,2014,138,50,medium,56,9,2015,0,40983.1372413158
544,2015,138,50,medium,57,10,2015,1,38656.710999745424
545,2016,138,50,medium,58,11,2015,1,42506.209489059045
546,2017,138,50,medium,59,12,2015,1,45754.14425436108
547,2018,138,50,medium,60,13,2015,1,44693.90922791402
548,2019,138,50,medium,61,14,2015,1,46342.291746742616
549,2020,138,50,medium,62,15,2015,1,44892.02962656836
550,2010,117,51,low,29,5,2015,0,27373.1795749458
551,2011,117,51,low,30,6,2015,0,27388.645529215843
552,2012,117,51,low,31,7,2015,0,30535.564123319615
553,2013,117,51,low,32,8,2015,0,29208.841686602427
554,2014,117,51,low,33,9,2015,0,29875.205324150404
555,2015,117,51,low,34,10,2015,1,33876.24606775506
556,2016,117,51,low,35,11,2015,1,34224.78755185501
557,2017,117,51,low,36,12,2015,1,34834.88362436076
558,2018,117,51,low,37,13,2015,1,36988.904284756594
559,2019,117,51,low,38,14,2015,1,35858.03103835948
560,2020,117,51,low,39,15,2015,1,37779.549713792825
561,2010,103,52,medium,37,1,2013,0,34950.801597290876
562,2011,103,52,medium,38,2,2013,0,33042.24940686338
563,2012,103,52,medium,39,3,2013,0,31147.952935664318
564,2013,103,52,medium,40,4,2013,1,39702.42784432789
565,2014,103,52,medium,41,5,2013,1,36983.8492539569
566,2015,103,52,medium,42,6,2013,1,34223.750929644295
567,2016,103,52,medium,43,7,2013,1,36783.827378165195
568,2017,103,52,medium,44,8,2013,1,35558.41615794829
569,2018,103,52,medium,45,9,2013,1,39096.97303191738
570,2019,103,52,medium,46,10,2013,1,40336.836758379104
571,2020,103,52,medium,47,11,2013,1,44152.87462455057
572,2010,188,53,medium,41,1,2014,0,32653.854747528327
573,2011,188,53,medium,42,2,2014,0,32061.798942382273
574,2012,188,53,medium,43,3,2014,0,34658.811162366976
575,2013,188,53,medium,44,4,2014,0,29077.72938198423
576,2014,188,53,medium,45,5,2014,1,39471.22911621713
577,2015,188,53,medium,46,6,2014,1,41041.73038777393
578,2016,188,53,medium,47,7,2014,1,37042.827508440314
579,2017,188,53,medium,48,8,2014,1,42787.50808641386
580,2018,188,53,medium,49,9,2014,1,41676.99281498883
581,2019,188,53,medium,50,10,2014,1,40669.4241721984
582,2020,188,53,medium,51,11,2014,1,43265.56373221257
583,2010,159,54,high,42,3,2015,0,40241.38571560879
584,2011,159,54,high,43,4,2015,0,36563.73251011699
585,2012,159,54,high,44,5,2015,0,37196.44117260067
586,2013,159,54,high,45,6,2015,0,36281.278200919514
587,2014,159,54,high,46,7,2015,0,36000.31126107042
588,2015,159,54,high,47,8,2015,1,44860.67163308849
589,2016,159,54,high,48,9,2015,1,41987.832348182266
590,2017,159,54,high,49,10,2015,1,44343.13247443878
591,2018,159,54,high,50,11,2015,1,43744.68510646977
592,2019,159,54,high,51,12,2015,1,46157.95965149278
593,2020,159,54,high,52,13,2015,1,46367.3242105739
594,2010,113,55,low,32,4,2012,0,29975.0798885158
595,2011,113,55,low,33,5,2012,0,27379.967202290507
596,2012,113,55,low,34,6,2012,1,33360.25012941326
597,2013,113,55,low,35,7,2012,1,32442.472568435383
598,2014,113,55,low,36,8,2012,1,34011.413479847775
599,2015,113,55,low,37,9,2012,1,36154.6009860897
600,2016,113,55,low,38,10,2012,1,37413.9772332907
601,2017,113,55,low,39,11,2012,1,34555.66935164475
602,2018,113,55,low,40,12,2012,1,38639.21184021132
603,2019,113,55,low,41,13,2012,1,40111.275717609904
604,2020,113,55,low,42,14,2012,1,38726.8698064474
605,2010,108,56,low,37,5,2012,0,33353.59162511613
606,2011,108,56,low,38,6,2012,0,28552.421601792856
607,2012,108,56,low,39,7,2012,1,33110.69059337716
608,2013,108,56,low,40,8,2012,1,32542.55950219144
609,2014,108,56,low,41,9,2012,1,39592.088622978365
610,2015,108,56,low,42,10,2012,1,38408.731312708114
611,2016,108,56,low,43,11,2012,1,37488.83065817909
612,2017,108,56,low,44,12,2012,1,38659.93725263964
613,2018,108,56,low,45,13,2012,1,36349.02190540325
614,2019,108,56,low,46,14,2012,1,43991.503959233654
615,2020,108,56,low,47,15,2012,1,39858.44236395045
616,2010,189,57,medium,54,2,2016,0,36318.78958920979
617,2011,189,57,medium,55,3,2016,0,38051.533247797386
618,2012,189,57,medium,56,4,2016,0,38062.018463473425
619,2013,189,57,medium,57,5,2016,0,38047.76804855826
620,2014,189,57,medium,58,6,2016,0,36519.05108910937
621,2015,189,57,medium,59,7,2016,0,39542.93671427199
622,2016,189,57,medium,60,8,2016,1,47864.04899295007
623,2017,189,57,medium,61,9,2016,1,47290.840092309954
624,2018,189,57,medium,62,10,2016,1,48286.37325327879
625,2019,189,57,medium,63,11,2016,1,44577.56864713763
626,2020,189,57,medium,64,12,2016,1,44120.79035948284
627,2010,152,58,medium,53,8,2014,0,36748.42615980071
628,2011,152,58,medium,54,9,2014,0,37611.44982457739
629,2012,152,58,medium,55,10,2014,0,40188.383036941894
630,2013,152,58,medium,56,11,2014,0,35115.07074057036
631,2014,152,58,medium,57,12,2014,1,47059.10063892123
632,2015,152,58,medium,58,13,2014,1,44183.984202842024
633,2016,152,58,medium,59,14,2014,1,44146.23786010516
634,2017,152,58,medium,60,15,2014,1,43475.79124947966
635,2018,152,58,medium,61,16,2014,1,42690.286656268465
636,2019,152,58,medium,62,17,2014,1,48146.34116792383
637,2020,152,58,medium,63,18,2014,1,47146.635934376805
638,2010,101,59,high,43,2,2014,0,33220.07820051789
639,2011,101,59,high,44,3,2014,0,33709.84245587277
640,2012,101,59,high,45,4,2014,0,36128.43060141974
641,2013,101,59,high,46,5,2014,0,40638.04305057879
642,2014,101,59,high,47,6,2014,1,42280.81729727279
643,2015,101,59,high,48,7,2014,1,40293.71409376379
644,2016,101,59,high,49,8,2014,1,43308.51387182811
645,2017,101,59,high,50,9,2014,1,43754.55286050466
646,2018,101,59,high,51,10,2014,1,39406.226714116856
647,2019,101,59,high,52,11,2014,1,45191.410266964376
648,2020,101,59,high,53,12,2014,1,45338.13093958265
649,2010,183,60,low,50,9,2016,0,35692.412729626834
650,2011,183,60,low,51,10,2016,0,38497.91218989069
651,2012,183,60,low,52,11,2016,0,37553.130059095514
652,2013,183,60,low,53,12,2016,0,35262.22261889034
653,2014,183,60,low,54,13,2016,0,34086.94818251666
654,2015,183,60,low,55,14,2016,0,41946.71960649972
655,2016,183,60,low,56,15,2016,1,42418.43686802898
656,2017,183,60,low,57,16,2016,1,42827.858583825895
657,2018,183,60,low,58,17,2016,1,43251.749825779996
658,2019,183,60,low,59,18,2016,1,44196.16952153571
659,2020,183,60,low,60,19,2016,1,44011.279176152115
660,2010,191,61,high,27,2,2015,0,29852.675986239527
661,2011,191,61,high,28,3,2015,0,30406.282117519215
662,2012,191,61,high,29,4,2015,0,31934.493459568002
663,2013,191,61,high,30,5,2015,0,31413.15045773247
664,2014,191,61,high,31,6,2015,0,31574.30843464567
665,2015,191,61,high,32,7,2015,1,38712.860455383794
666,2016,191,61,high,33,8,2015,1,38490.04556515829
667,2017,191,61,high,34,9,2015,1,42507.98597716538
668,2018,191,61,high,35,10,2015,1,34698.060383213975
669,2019,191,61,high,36,11,2015,1,42683.013703844925
670,2020,191,61,high,37,12,2015,1,43492.17038499526
671,2010,159,62,low,48,9,2014,0,29553.2195351837
672,2011,159,62,low,49,10,2014,0,33514.624811839305
673,2012,159,62,low,50,11,2014,0,33957.11826800842
674,2013,159,62,low,51,12,2014,0,32384.976610564358
675,2014,159,62,low,52,13,2014,1,39144.36662481825
676,2015,159,62,low,53,14,2014,1,38978.848309068344
677,2016,159,62,low,54,15,2014,1,45204.540886847244
678,2017,159,62,low,55,16,2014,1,44071.35678629492
679,2018,159,62,low,56,17,2014,1,45243.110189988314
680,2019,159,62,low,57,18,2014,1,44643.34412808647
681,2020,159,62,low,58,19,2014,1,41441.89645756554
682,2010,170,63,high,32,7,2012,0,32450.959467440454
683,2011,170,63,high,33,8,2012,0,34978.74912245583
684,2012,170,63,high,34,9,2012,1,37055.74438221611
685,2013,170,63,high,35,10,2012,1,41425.99686034478
686,2014,170,63,high,36,11,2012,1,40019.34920368373
687,2015,170,63,high,37,12,2012,1,40250.35838490081
688,2016,170,63,high,38,13,2012,1,42921.91993640699
689,2017,170,63,high,39,14,2012,1,42888.52662297208
690,2018,170,63,high,40,15,2012,1,41778.06766836184
691,2019,170,63,high,41,16,2012,1,45318.6596067285
692,2020,170,63,high,42,17,2012,1,41337.8733448002
693,2010,143,64,low,26,8,2012,0,28131.871213888528
694,2011,143,64,low,27,9,2012,0,28586.202515936766
695,2012,143,64,low,28,10,2012,1,32280.90712137202
696,2013,143,64,low,29,11,2012,1,34052.26604448423
697,2014,143,64,low,30,12,2012,1,31397.772847229393
698,2015,143,64,low,31,13,2012,1,36248.0540384138
699,2016,143,64,low,32,14,2012,1,34530.19572711402
700,2017,143,64,low,33,15,2012,1,34354.55395896192
701,2018,143,64,low,34,16,2012,1,37998.01845167378
702,2019,143,64,low,35,17,2012,1,34991.31261891448
703,2020,143,64,low,36,18,2012,1,34083.07740727288
704,2010,107,65,low,32,2,2013,0,24386.741652952194
705,2011,107,65,low,33,3,2013,0,29212.019902691278
706,2012,107,65,low,34,4,2013,0,25939.141295007434
707,2013,107,65,low,35,5,2013,1,37509.58836396873
708,2014,107,65,low,36,6,2013,1,30336.141184232554
709,2015,107,65,low,37,7,2013,1,38392.912736580074
710,2016,107,65,low,38,8,2013,1,35922.03493440524
711,2017,107,65,low,39,9,2013,1,35806.57377625922
712,2018,107,65,low,40,10,2013,1,35410.1618263821
713,2019,107,65,low,41,11,2013,1,37798.27222870414
714,2020,107,65,low,42,12,2013,1,37424.7305951503
715,2010,146,66,medium,51,7,2014,0,38406.60376403304
716,2011,146,66,medium,52,8,2014,0,36928.45529732408
717,2012,146,66,medium,53,9,2014,0,37500.60352292375
718,2013,146,66,medium,54,10,2014,0,36972.77557557229
719,2014,146,66,medium,55,11,2014,1,43086.10875255786
720,2015,146,66,medium,56,12,2014,1,44315.60353778412
721,2016,146,66,medium,57,13,2014,1,40779.66321468675
722,2017,146,66,medium,58,14,2014,1,42003.62915578857
723,2018,146,66,medium,59,15,2014,1,46686.52818804543
724,2019,146,66,medium,60,16,2014,1,46041.73087625588
725,2020,146,66,medium,61,17,2014,1,45832.033327294645
726,2010,134,67,high,37,6,2015,0,34836.867866130786
727,2011,134,67,high,38,7,2015,0,35995.16341072334
728,2012,134,67,high,39,8,2015,0,34720.480639381276
729,2013,134,67,high,40,9,2015,0,34743.39054919538
730,2014,134,67,high,41,10,2015,0,37191.69051019536
731,2015,134,67,high,42,11,2015,1,40343.25444476993
732,2016,134,67,high,43,12,2015,1,43616.50551142894
733,2017,134,67,high,44,13,2015,1,39894.83279152432
734,2018,134,67,high,45,14,2015,1,45858.311274651285
735,2019,134,67,high,46,15,2015,1,45245.194964826085
736,2020,134,67,high,47,16,2015,1,45312.059468627755
737,2010,177,68,high,37,4,2016,0,36365.38196789103
738,2011,177,68,high,38,5,2016,0,38230.94888892515
739,2012,177,68,high,39,6,2016,0,37428.74013003626
740,2013,177,68,high,40,7,2016,0,32218.25153733671
741,2014,177,68,high,41,8,2016,0,33840.8460665286
742,2015,177,68,high,42,9,2016,0,35650.362844608644
743,2016,177,68,high,43,10,2016,1,42452.18210042167
744,2017,177,68,high,44,11,2016,1,43935.31804093825
745,2018,177,68,high,45,12,2016,1,41948.51237369307
746,2019,177,68,high,46,13,2016,1,44273.533528954154
747,2020,177,68,high,47,14,2016,1,42889.23413529336
748,2010,180,69,medium,25,7,2016,0,27176.964394016104
749,2011,180,69,medium,26,8,2016,0,26086.677806303556
750,2012,180,69,medium,27,9,2016,0,27553.533507778193
751,2013,180,69,medium,28,10,2016,0,27196.630788767332
752,2014,180,69,medium,29,11,2016,0,28448.253494045333
753,2015,180,69,medium,30,12,2016,0,33007.28359321568
754,2016,180,69,medium,31,13,2016,1,34501.20222233611
755,2017,180,69,medium,32,14,2016,1,42164.76412967478
756,2018,180,69,medium,33,15,2016,1,38386.635801761775
757,2019,180,69,medium,34,16,2016,1,38269.672247389746
758,2020,180,69,medium,35,17,2016,1,36683.28443963757
759,2010,135,70,high,30,4,2015,0,33700.619758817986
760,2011,135,70,high,31,5,2015,0,31648.724347524454
761,2012,135,70,high,32,6,2015,0,33544.01962929072
762,2013,135,70,high,33,7,2015,0,38920.16907653759
763,2014,135,70,high,34,8,2015,0,34107.8802005507
764,2015,135,70,high,35,9,2015,1,42098.54665257135
765,2016,135,70,high,36,10,2015,1,38893.64714974823
766,2017,135,70,high,37,11,2015,1,40730.023019006076
767,2018,135,70,high,38,12,2015,1,44841.60127127102
768,2019,135,70,high,39,13,2015,1,40546.06588442447
769,2020,135,70,high,40,14,2015,1,45924.89711599386
770,2010,149,71,low,48,2,2018,0,33715.50387091095
771,2011,149,71,low,49,3,2018,0,31675.066448211466
772,2012,149,71,low,50,4,2018,0,34564.81547811104
773,2013,149,71,low,51,5,2018,0,35745.10889925346
774,2014,149,71,low,52,6,2018,0,35543.619924434395
775,2015,149,71,low,53,7,2018,0,31659.550560219086
776,2016,149,71,low,54,8,2018,0,33845.725648350264
777,2017,149,71,low,55,9,2018,0,35304.96272889699
778,2018,149,71,low,56,10,2018,1,41151.13314179991
779,2019,149,71,low,57,11,2018,1,43041.34419510136
780,2020,149,71,low,58,12,2018,1,42655.40200186651
781,2010,103,72,high,43,7,2017,0,34129.311282579794
782,2011,103,72,high,44,8,2017,0,38060.39570201193
783,2012,103,72,high,45,9,2017,0,39021.17149056765
784,2013,103,72,high,46,10,2017,0,39419.58089586208
785,2014,103,72,high,47,11,2017,0,40961.56145110924
786,2015,103,72,high,48,12,2017,0,40967.84430909781
787,2016,103,72,high,49,13,2017,0,40718.360158456875
788,2017,103,72,high,50,14,2017,1,45159.6685770827
789,2018,103,72,high,51,15,2017,1,42478.07813296802
790,2019,103,72,high,52,16,2017,1,47159.23643826517
791,2020,103,72,high,53,17,2017,1,47215.37537432622
792,2010,101,73,medium,40,8,2013,0,33643.15767439075
793,2011,101,73,medium,41,9,2013,0,31046.50284835938
794,2012,101,73,medium,42,10,2013,0,31937.886919183475
795,2013,101,73,medium,43,11,2013,1,41706.30570666581
796,2014,101,73,medium,44,12,2013,1,40020.88969228669
797,2015,101,73,medium,45,13,2013,1,41963.001394745246
798,2016,101,73,medium,46,14,2013,1,41156.63675226092
799,2017,101,73,medium,47,15,2013,1,41659.51227899149
800,2018,101,73,medium,48,16,2013,1,43976.56761195199
801,2019,101,73,medium,49,17,2013,1,41567.91054356525
802,2020,101,73,medium,50,18,2013,1,43292.24155388197
803,2010,105,74,medium,32,2,2016,0,28575.449422589914
804,2011,105,74,medium,33,3,2016,0,29131.00754513537
805,2012,105,74,medium,34,4,2016,0,29881.65575306272
806,2013,105,74,medium,35,5,2016,0,31444.267543267426
807,2014,105,74,medium,36,6,2016,0,30542.502756673046
808,2015,105,74,medium,37,7,2016,0,34511.51225114704
809,2016,105,74,medium,38,8,2016,1,35710.78539556099
810,2017,105,74,medium,39,9,2016,1,37626.256711677284
811,2018,105,74,medium,40,10,2016,1,37620.53788345165
812,2019,105,74,medium,41,11,2016,1,41893.95576870746
813,2020,105,74,medium,42,12,2016,1,39893.10955302315
814,2010,153,75,high,52,5,2014,0,41163.68907893727
815,2011,153,75,high,53,6,2014,0,36628.879253926054
816,2012,153,75,high,54,7,2014,0,40634.10053173852
817,2013,153,75,high,55,8,2014,0,42379.261591246875
818,2014,153,75,high,56,9,2014,1,46264.56797855085
819,2015,153,75,high,57,10,2014,1,48730.960750130704
820,2016,153,75,high,58,11,2014,1,46065.423099799256
821,2017,153,75,high,59,12,2014,1,50418.69488037116
822,2018,153,75,high,60,13,2014,1,52697.7962472385
823,2019,153,75,high,61,14,2014,1,47874.32287912068
824,2020,153,75,high,62,15,2014,1,48208.994957198454
825,2010,103,76,medium,25,1,2013,0,30106.768954235402
826,2011,103,76,medium,26,2,2013,0,30859.144291461424
827,2012,103,76,medium,27,3,2013,0,27154.279945693463
828,2013,103,76,medium,28,4,2013,1,32859.62636580828
829,2014,103,76,medium,29,5,2013,1,33636.430782278985
830,2015,103,76,medium,30,6,2013,1,32011.098977931448
831,2016,103,76,medium,31,7,2013,1,33362.6961070316
832,2017,103,76,medium,32,8,2013,1,33691.71846649586
833,2018,103,76,medium,33,9,2013,1,34664.404869791746
834,2019,103,76,medium,34,10,2013,1,36630.630225226436
835,2020,103,76,medium,35,11,2013,1,37668.429465073044
836,2010,153,77,medium,51,7,2014,0,39301.000985628154
837,2011,153,77,medium,52,8,2014,0,34703.29191852242
838,2012,153,77,medium,53,9,2014,0,39168.644796953165
839,2013,153,77,medium,54,10,2014,0,37272.02231154898
840,2014,153,77,medium,55,11,2014,1,43101.07258069514
841,2015,153,77,medium,56,12,2014,1,45049.63898433321
842,2016,153,77,medium,57,13,2014,1,41954.5559568754
843,2017,153,77,medium,58,14,2014,1,45464.8194923681
844,2018,153,77,medium,59,15,2014,1,45532.904416426114
845,2019,153,77,medium,60,16,2014,1,46684.9025280163
846,2020,153,77,medium,61,17,2014,1,46778.33728781564
847,2010,192,78,medium,51,8,2018,0,41310.60027982179
848,2011,192,78,medium,52,9,2018,0,35624.52003149737
849,2012,192,78,medium,53,10,2018,0,36338.006089996365
850,2013,192,78,medium,54,11,2018,0,36653.71894715047
851,2014,192,78,medium,55,12,2018,0,37289.04576167949
852,2015,192,78,medium,56,13,2018,0,37625.22574538697
853,2016,192,78,medium,57,14,2018,0,41778.0330622151
854,2017,192,78,medium,58,15,2018,0,42741.00849597971
855,2018,192,78,medium,59,16,2018,1,44258.50741250105
856,2019,192,78,medium,60,17,2018,1,44235.28885379154
857,2020,192,78,medium,61,18,2018,1,47342.83111277281
